id,name,track_href,external_url,artist_id,artist_name,album_id,track_number,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence
58mUDXA1AIARzmdKnnqLV5,VILLAIN - Instrumental,https://api.spotify.com/v1/tracks/58mUDXA1AIARzmdKnnqLV5,https://open.spotify.com/track/58mUDXA1AIARzmdKnnqLV5,4jCGRzuZkwo8CxboiANMEU,AleXa,4Jvy4ZUSnZOoDOfQ12CAg3,2,0.00164,https://api.spotify.com/v1/audio-analysis/58mUDXA1AIARzmdKnnqLV5,0.691,185813,0.83,0.233,0.309,-7.051,0,0.0637,140.008,4,0.23
35KFkP2f0xJgYUmfgRhGTg,We Can,https://api.spotify.com/v1/tracks/35KFkP2f0xJgYUmfgRhGTg,https://open.spotify.com/track/35KFkP2f0xJgYUmfgRhGTg,4jCGRzuZkwo8CxboiANMEU,AleXa,3RF0LeGGYLarv5GyeATgSs,1,0.301,https://api.spotify.com/v1/audio-analysis/35KFkP2f0xJgYUmfgRhGTg,0.583,94984,0.708,0,0.363,-6.156,1,0.141,115.986,4,0.594
33xJsKmNqrm8909NnjbguA,A.I TROOPER,https://api.spotify.com/v1/tracks/33xJsKmNqrm8909NnjbguA,https://open.spotify.com/track/33xJsKmNqrm8909NnjbguA,4jCGRzuZkwo8CxboiANMEU,AleXa,4EgzPL3u6phqVolLWJhQw6,1,0.00141,https://api.spotify.com/v1/audio-analysis/33xJsKmNqrm8909NnjbguA,0.731,122200,0.747,0.0419,0.2,-4.785,1,0.0509,124.983,4,0.337
6LattLpE28vL9yDUHtFP00,A.I TROOPER - Instrumental,https://api.spotify.com/v1/tracks/6LattLpE28vL9yDUHtFP00,https://open.spotify.com/track/6LattLpE28vL9yDUHtFP00,4jCGRzuZkwo8CxboiANMEU,AleXa,4EgzPL3u6phqVolLWJhQw6,2,0.00131,https://api.spotify.com/v1/audio-analysis/6LattLpE28vL9yDUHtFP00,0.706,122213,0.807,0.802,0.198,-5.53,1,0.0499,125.001,4,0.261
7JZYcgzym7zMoTOzRowop9,Do Or Die,https://api.spotify.com/v1/tracks/7JZYcgzym7zMoTOzRowop9,https://open.spotify.com/track/7JZYcgzym7zMoTOzRowop9,4jCGRzuZkwo8CxboiANMEU,AleXa,1FtVs3EZ1TNDvjy8YCvck7,1,0.0522,https://api.spotify.com/v1/audio-analysis/7JZYcgzym7zMoTOzRowop9,0.744,188520,0.837,0,0.0793,-3.135,1,0.07,120.029,4,0.202
5vw50YhjFGOFXxqn1lOYFP,Do Or Die - Instrumental,https://api.spotify.com/v1/tracks/5vw50YhjFGOFXxqn1lOYFP,https://open.spotify.com/track/5vw50YhjFGOFXxqn1lOYFP,4jCGRzuZkwo8CxboiANMEU,AleXa,1FtVs3EZ1TNDvjy8YCvck7,2,0.0022,https://api.spotify.com/v1/audio-analysis/5vw50YhjFGOFXxqn1lOYFP,0.857,188520,0.612,0.546,0.0887,-5.287,1,0.0738,119.976,4,0.132
0OEa4Audq11Fa0a4ewtW43,Bomb - Rock Version,https://api.spotify.com/v1/tracks/0OEa4Audq11Fa0a4ewtW43,https://open.spotify.com/track/0OEa4Audq11Fa0a4ewtW43,4jCGRzuZkwo8CxboiANMEU,AleXa,1QVW7bcHI051UTd2ItTaRZ,1,4.59e-05,https://api.spotify.com/v1/audio-analysis/0OEa4Audq11Fa0a4ewtW43,0.532,220968,0.962,0.472,0.274,-4.645,0,0.0812,132.079,4,0.55
3szOUJ6GA5vASA3lZoaWmJ,Bomb - Korean Version,https://api.spotify.com/v1/tracks/3szOUJ6GA5vASA3lZoaWmJ,https://open.spotify.com/track/3szOUJ6GA5vASA3lZoaWmJ,4jCGRzuZkwo8CxboiANMEU,AleXa,12f1HfzQ9lqohKvd0RAgQf,1,0.0121,https://api.spotify.com/v1/audio-analysis/3szOUJ6GA5vASA3lZoaWmJ,0.708,203253,0.864,0,0.339,-2.7,0,0.0513,132.017,4,0.679
070r0GzOuAOJU7LOkPs7sz,Bomb - English Version,https://api.spotify.com/v1/tracks/070r0GzOuAOJU7LOkPs7sz,https://open.spotify.com/track/070r0GzOuAOJU7LOkPs7sz,4jCGRzuZkwo8CxboiANMEU,AleXa,12f1HfzQ9lqohKvd0RAgQf,2,0.011,https://api.spotify.com/v1/audio-analysis/070r0GzOuAOJU7LOkPs7sz,0.701,203240,0.868,0,0.189,-2.769,0,0.047,132.005,4,0.642
773I2r87Wu29qIFEp38HeH,Bomb - Instrumental,https://api.spotify.com/v1/tracks/773I2r87Wu29qIFEp38HeH,https://open.spotify.com/track/773I2r87Wu29qIFEp38HeH,4jCGRzuZkwo8CxboiANMEU,AleXa,12f1HfzQ9lqohKvd0RAgQf,3,0.00116,https://api.spotify.com/v1/audio-analysis/773I2r87Wu29qIFEp38HeH,0.742,203252,0.759,0.788,0.0998,-4.025,1,0.0402,131.998,4,0.587
3wjS7M18rrck3egxhlNd9z,Joker,https://api.spotify.com/v1/tracks/3wjS7M18rrck3egxhlNd9z,https://open.spotify.com/track/3wjS7M18rrck3egxhlNd9z,4o7tWrzQOqarDtTMWD2HV9,LAY,3srvE6tOZmk3wBMlmbxi7x,1,0.029,https://api.spotify.com/v1/audio-analysis/3wjS7M18rrck3egxhlNd9z,0.874,138600,0.726,0,0.105,-3.847,1,0.308,90.035,4,0.438
