id,name,genre,external_url,image_url,polularity,followers
6YVMFz59CuY7ngCxTxjpxE,aespa,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,https://i.scdn.co/image/ab6761610000e5ebb29c20ae1a1435066fe26f35,77,3206138
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,"['anime', 'k-pop boy group']",https://open.spotify.com/artist/5t5FqBwTcgKTaWmfEbwQY9,https://i.scdn.co/image/ab6761610000e5eb64910866e1ff903252d3dc12,78,5637410
2AfmfGFbe0A0WsTYm0SDTx,(G)I-DLE,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/2AfmfGFbe0A0WsTYm0SDTx,https://i.scdn.co/image/ab6761610000e5eb8abd5f97fc52561939ebbc89,77,5866686
0b1sIQumIAsNbqAoIClSpy,j-hope,"['k-pop', 'k-rap']",https://open.spotify.com/artist/0b1sIQumIAsNbqAoIClSpy,https://i.scdn.co/image/ab6761610000e5ebeb746063d1aafa2817ea11b5,74,14787646
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/1z4g3DjTBBZKhvAroFlhOM,https://i.scdn.co/image/ab6761610000e5eb5bf330a57b9dcffd8f7b2c14,72,8409924
68KmkJeZGfwe1OUaivBa2L,ATEEZ,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,https://i.scdn.co/image/ab6761610000e5eb5d87e2a10ba3b2f8bb2c5270,71,2875545
3HqSLMAZ3g3d5poNaI7GOU,IU,"['k-pop', 'pop']",https://open.spotify.com/artist/3HqSLMAZ3g3d5poNaI7GOU,https://i.scdn.co/image/ab6761610000e5eb006ff3c0136a71bfb9928d34,74,7988190
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,['k-pop'],https://open.spotify.com/artist/6HaGTQPmzraVmaVxvz6EUc,https://i.scdn.co/image/ab6761610000e5ebbda88c5ee506aa67c8835d30,75,7467295
2KC9Qb60EaY0kW4eH68vr3,ITZY,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/2KC9Qb60EaY0kW4eH68vr3,https://i.scdn.co/image/ab6761610000e5eb8ec4207332def07fec21874d,71,5463837
7f4ignuCJhLXfZ9giKT7rH,NCT 127,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/7f4ignuCJhLXfZ9giKT7rH,https://i.scdn.co/image/ab6761610000e5eb7d874b307cb092e68db73207,69,6699850
5L1lO4eRHmJ7a0Q6csE5cT,LISA,['k-pop'],https://open.spotify.com/artist/5L1lO4eRHmJ7a0Q6csE5cT,https://i.scdn.co/image/ab6761610000e5eb8543b9b2b5d153d37c46606d,75,4520195
1gBUSTR3TyDdTVFIaQnc02,NCT DREAM,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/1gBUSTR3TyDdTVFIaQnc02,https://i.scdn.co/image/ab6761610000e5eb64aa2c83dd30331b56ffddf3,73,6591576
6UbmqUEgjLA6jAcXwbM1Z9,BIBI,"['k-pop', 'korean r&b']",https://open.spotify.com/artist/6UbmqUEgjLA6jAcXwbM1Z9,https://i.scdn.co/image/ab6761610000e5eb846662aa85d520b2442d3cd5,69,939597
6UZ0ba50XreR4TM8u322gs,JISOO,['k-pop'],https://open.spotify.com/artist/6UZ0ba50XreR4TM8u322gs,https://i.scdn.co/image/ab6761610000e5ebcb6017286dd64ca6b77c879f,75,1078572
3cjEqqelV9zb4BYE3qDQ4O,EXO,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/3cjEqqelV9zb4BYE3qDQ4O,https://i.scdn.co/image/ab6761610000e5eb465b1b62cf6eca8f851aaabc,71,9565403
6udveWUgX4vu75FF0DTrXV,TAEYANG,"['k-pop', 'korean r&b']",https://open.spotify.com/artist/6udveWUgX4vu75FF0DTrXV,https://i.scdn.co/image/ab6761610000e5eb496189630cd3cb0c7b593fee,71,1079239
0LOK81e9H5lr61HlGGHqwA,XG,['k-pop girl group'],https://open.spotify.com/artist/0LOK81e9H5lr61HlGGHqwA,https://i.scdn.co/image/ab6761610000e5eb5ecddddcd7a4d93b21324bc5,68,584306
4XDi67ZENZcbfKnvMnTYsI,Jay Park,"['k-pop', 'k-rap', 'korean r&b']",https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI,https://i.scdn.co/image/ab6761610000e5ebb6ba89aff53eea0b5f0444e8,67,1951885
1kfWoWgCugPkyxQP8lkRlY,Jackson Wang,['k-pop'],https://open.spotify.com/artist/1kfWoWgCugPkyxQP8lkRlY,https://i.scdn.co/image/ab6761610000e5eb0405e7cc11aecb995703d398,68,3874722
28ot3wh4oNmoFOdVajibBl,NMIXX,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/28ot3wh4oNmoFOdVajibBl,https://i.scdn.co/image/ab6761610000e5eb04c88d140b3db4fa42ef84f2,69,1508552
01XYiBYaoMJcNhPokrg0l0,STAYC,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/01XYiBYaoMJcNhPokrg0l0,https://i.scdn.co/image/ab6761610000e5eb6f44c5165785a877bd4ae376,66,1325837
6iVo62B0bdTknRcrktCmak,KAI,['k-pop'],https://open.spotify.com/artist/6iVo62B0bdTknRcrktCmak,https://i.scdn.co/image/ab6761610000e5eb07a86e9ca86a984f925e39c4,68,1070683
4TnGh5PKbSjpYqpIdlW5nz,MONSTA X,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/4TnGh5PKbSjpYqpIdlW5nz,https://i.scdn.co/image/ab6761610000e5eb3806dc272074141b5f4ae00d,65,5010089
5069JTmv5ZDyPeZaCCXiCg,wave to earth,"['bedroom r&b', 'korean city pop']",https://open.spotify.com/artist/5069JTmv5ZDyPeZaCCXiCg,https://i.scdn.co/image/ab6761610000e5ebc3c28df50abf70a11d9f8063,64,278487
0XATRDCYuuGhk0oE7C0o5G,MAMAMOO,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/0XATRDCYuuGhk0oE7C0o5G,https://i.scdn.co/image/ab6761610000e5ebe12972169702affd7a4c48ec,65,6780336
7cVZApDoQZpS447nHTsNqu,LeeHi,['k-pop'],https://open.spotify.com/artist/7cVZApDoQZpS447nHTsNqu,https://i.scdn.co/image/ab6761610000e5eb05cead99b1a81b82a9a42838,66,1506357
6aLdhHUqgdKE86xbtNmY8g,Crush,"['k-pop', 'korean r&b']",https://open.spotify.com/artist/6aLdhHUqgdKE86xbtNmY8g,https://i.scdn.co/image/ab6761610000e5eb8e9d1c8642df6f869631fe62,64,1129821
5V1qsQHdXNm4ZEZHWvFnqQ,Dreamcatcher,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/5V1qsQHdXNm4ZEZHWvFnqQ,https://i.scdn.co/image/ab6761610000e5ebf9fb2a341d6852c012a5d5ee,63,1203298
0ebNdVaOfp6N0oZ1guIxM8,SUGA,['k-pop'],https://open.spotify.com/artist/0ebNdVaOfp6N0oZ1guIxM8,https://i.scdn.co/image/ab6761610000e5eb0fad315ccb6b38517152d2cc,65,2349702
3eCd0TZrBPm2n9cDG6yWfF,DEAN,"['k-pop', 'korean r&b']",https://open.spotify.com/artist/3eCd0TZrBPm2n9cDG6yWfF,https://i.scdn.co/image/ab6761610000e5eb6f5769fc671ca8199168d3fb,61,1334696
4gOc8TsQed9eqnqJct2c5v,K/DA,['k-pop girl group'],https://open.spotify.com/artist/4gOc8TsQed9eqnqJct2c5v,https://i.scdn.co/image/ab6761610000e5ebdc1dc943555dfa1ee2a107e5,64,1977490
3qNVuliS40BLgXGxhdBdqu,TAEYEON,['k-pop'],https://open.spotify.com/artist/3qNVuliS40BLgXGxhdBdqu,https://i.scdn.co/image/ab6761610000e5ebb29975f8b42bcba1eae62577,66,2738221
4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,['k-pop'],https://open.spotify.com/artist/4ufh0WuMZh6y4Dmdnklvdl,https://i.scdn.co/image/ab6761610000e5eb1e2e0f17d257a40be0782f35,64,2588541
5vV3bFXnN6D6N3Nj4xRvaV,JIN,['k-pop'],https://open.spotify.com/artist/5vV3bFXnN6D6N3Nj4xRvaV,https://i.scdn.co/image/ab6761610000e5ebca4f165e62fbf5ab5a3750ba,69,5988445
0W0w607z3JEA1vXLz9FVGw,NCT DOJAEJUNG,['k-pop boy group'],https://open.spotify.com/artist/0W0w607z3JEA1vXLz9FVGw,https://i.scdn.co/image/ab6761610000e5eb9a26467248badc54d2253c5e,64,153160
2hRQKC0gqlZGPrmUKbcchR,SHINee,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR,https://i.scdn.co/image/ab6761610000e5eb7ece2134de8809efcfdc9be7,62,2976715
3JjvsPeGMbDJqsphe2z8xU,P1Harmony,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/3JjvsPeGMbDJqsphe2z8xU,https://i.scdn.co/image/ab6761610000e5eb57b17565f297ad1097b0d2d2,59,707194
4Kxlr1PRlDKEB0ekOCyHgX,BIGBANG,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/4Kxlr1PRlDKEB0ekOCyHgX,https://i.scdn.co/image/ab6761610000e5eb597a4257d0022e2ac837fa7d,65,5109085
3paGCCtX1Xr4Gx53mSeZuQ,NCT U,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/3paGCCtX1Xr4Gx53mSeZuQ,https://i.scdn.co/image/ab6761610000e5eb8bd65b0efee10bfa8328c33b,63,4013646
52zMTJCKluDlFwMQWmccY7,LOONA,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/52zMTJCKluDlFwMQWmccY7,https://i.scdn.co/image/ab6761610000e5eb80584436e5726afb70cee7f8,60,2338910
0Sadg1vgvaPqGTOjxu0N6c,Girls' Generation,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/0Sadg1vgvaPqGTOjxu0N6c,https://i.scdn.co/image/ab6761610000e5eb385df356841aaec34a0914aa,64,2415097
1khChLj7REGqjM043PlYyn,Xdinary Heroes,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/1khChLj7REGqjM043PlYyn,https://i.scdn.co/image/ab6761610000e5eb9a91656db6afb7a3dd398f22,61,685788
5TnQc2N1iKlFjYD7CPGvFc,DAY6,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/5TnQc2N1iKlFjYD7CPGvFc,https://i.scdn.co/image/ab6761610000e5eb2fba28d51fc972ed9d8fbaaa,63,3092343
4XpUIb8uuNlIWVKmgKZXC0,ZICO,"['k-pop', 'korean r&b']",https://open.spotify.com/artist/4XpUIb8uuNlIWVKmgKZXC0,https://i.scdn.co/image/ab6761610000e5eb511f570580c79107b2fa70b9,60,1299572
3KonOYiLsU53m4yT7gNotP,TREASURE,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/3KonOYiLsU53m4yT7gNotP,https://i.scdn.co/image/ab6761610000e5eb5045a0e0d423ce29d6b14ebd,68,2742078
7bmYpVgQub656uNTu6qGNQ,Hwa Sa,"['k-pop', 'korean talent show']",https://open.spotify.com/artist/7bmYpVgQub656uNTu6qGNQ,https://i.scdn.co/image/ab6761610000e5eb6de000137b41e45cc33a3566,61,4055615
1VwDG9aBflQupaFNjUru9A,NAYEON,['k-pop'],https://open.spotify.com/artist/1VwDG9aBflQupaFNjUru9A,https://i.scdn.co/image/ab6761610000e5ebbb55fc616733b6c09d48481f,63,995337
6nfDaffa50mKtEOwR8g4df,GOT7,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/6nfDaffa50mKtEOwR8g4df,https://i.scdn.co/image/ab6761610000e5ebd90aa536055fe9806b3960e6,61,6582526
5na1LmEmK2VzNLje9snJYW,The Rose,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/5na1LmEmK2VzNLje9snJYW,https://i.scdn.co/image/ab6761610000e5eb767815f4876969e8f888f0db,62,2160356
3Cv2vi3WTl8VZOTdrBkKdM,Wonder Girls,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/3Cv2vi3WTl8VZOTdrBkKdM,https://i.scdn.co/image/ab6761610000e5eb30a517d1b703c3eabdac2855,59,727872
5LHu1iF8m0XtRBEJbbwSoo,WOOSUNG,"['k-pop', 'korean ost']",https://open.spotify.com/artist/5LHu1iF8m0XtRBEJbbwSoo,https://i.scdn.co/image/ab6761610000e5ebca6daabeb614243f96b2829f,62,560367
2PSJ6YriU7JsFucxACpU7Y,CHUNG HA,['k-pop'],https://open.spotify.com/artist/2PSJ6YriU7JsFucxACpU7Y,https://i.scdn.co/image/ab6761610000e5eb93c6f21062da1ef012275ff6,61,2091623
0CmvFWTX9zmMNCUi6fHtAx,THE BOYZ,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/0CmvFWTX9zmMNCUi6fHtAx,https://i.scdn.co/image/ab6761610000e5eb771aebd54ce149b97c0bb971,60,2506178
5dCvSnVduaFleCnyy98JMo,HEIZE,"['k-pop', 'korean pop', 'korean r&b']",https://open.spotify.com/artist/5dCvSnVduaFleCnyy98JMo,https://i.scdn.co/image/ab6761610000e5ebb55c3a580a05d6a61bd678ca,60,1112268
5qRSs6mvI17zrkJpOHkCoM,iKON,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/5qRSs6mvI17zrkJpOHkCoM,https://i.scdn.co/image/ab6761610000e5eb8eb5e57e526ceb14f06ea203,63,3479192
2FLqlgckDKdmpBrvLAT5BM,Eric Nam,['k-pop'],https://open.spotify.com/artist/2FLqlgckDKdmpBrvLAT5BM,https://i.scdn.co/image/ab6761610000e5ebf5b31977f8ca5a5d9c9d776e,59,2126713
1qBsABYUrxg9afpMtyoFKz,WayV,"['chinese idol pop', 'k-pop']",https://open.spotify.com/artist/1qBsABYUrxg9afpMtyoFKz,https://i.scdn.co/image/ab6761610000e5eb69d86a4744d275ed5259e743,59,1894765
13rF01aOogvnkuQXOlgTW8,TAEMIN,['k-pop'],https://open.spotify.com/artist/13rF01aOogvnkuQXOlgTW8,https://i.scdn.co/image/ab6761610000e5ebb99713cdd2a68b0db306aad6,59,2690975
3ZZzT0naD25RhY2uZvIKkJ,EVERGLOW,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/3ZZzT0naD25RhY2uZvIKkJ,https://i.scdn.co/image/ab6761610000e5eb63cc88daba8709af04c3d6ed,60,1792718
5R7AMwDeroq6Ls0COQYpS4,Kep1er,['k-pop'],https://open.spotify.com/artist/5R7AMwDeroq6Ls0COQYpS4,https://i.scdn.co/image/ab6761610000e5eb09b55f42dcb8086e37b084a8,62,1159593
5r1tUTxVSgvBHnoDuDODPH,IZ*ONE,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/5r1tUTxVSgvBHnoDuDODPH,https://i.scdn.co/image/ab6761610000e5eba6b0d348c125a072e5284b3e,61,1811222
2e4G04F77jxVuDYo44TCSm,Loco,"['k-pop', 'k-rap', 'korean r&b']",https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm,https://i.scdn.co/image/ab6761610000e5eb29971b8d9d19fef176338e4a,60,381087
3eVa5w3URK5duf6eyVDbu9,ROSÉ,['k-pop'],https://open.spotify.com/artist/3eVa5w3URK5duf6eyVDbu9,https://i.scdn.co/image/ab6761610000e5ebd2d167f018561742f26a0997,66,3968273
4k5fFEYgkWYrYvtOK3zVBl,BOL4,['k-pop'],https://open.spotify.com/artist/4k5fFEYgkWYrYvtOK3zVBl,https://i.scdn.co/image/ab6761610000e5ebfdb9292f006730a215b7bfcc,63,1749681
1uAT5bTSp6dWbNmixIUP5t,BSS,['k-pop'],https://open.spotify.com/artist/1uAT5bTSp6dWbNmixIUP5t,https://i.scdn.co/image/ab6761610000e5ebe486a809eaee9b2d85846dae,62,303412
6MoXcK2GyGg7FIyxPU5yW6,SUNMI,['k-pop'],https://open.spotify.com/artist/6MoXcK2GyGg7FIyxPU5yW6,https://i.scdn.co/image/ab6761610000e5eb4a29246fa242d0b9f8de3b31,59,2614096
0UntV1Bw2hk3fbRrm9eMP6,B.I,['k-pop'],https://open.spotify.com/artist/0UntV1Bw2hk3fbRrm9eMP6,https://i.scdn.co/image/ab6761610000e5ebd9ce6b84393575f91c4f4634,60,651236
64k5e9kV9MdukXjFrR5R37,Jessi,['k-pop'],https://open.spotify.com/artist/64k5e9kV9MdukXjFrR5R37,https://i.scdn.co/image/ab6761610000e5ebbe76c66001c8d4973f992208,61,1708778
6y9nlaoynxSvoTGY09Vdcy,WOODZ,"['k-pop', 'korean r&b']",https://open.spotify.com/artist/6y9nlaoynxSvoTGY09Vdcy,https://i.scdn.co/image/ab6761610000e5ebfcc48cc2ee03cde91920d0c0,59,701874
2JhAlkmukNvarUpGhTFXUQ,KARD,['k-pop'],https://open.spotify.com/artist/2JhAlkmukNvarUpGhTFXUQ,https://i.scdn.co/image/ab6761610000e5eb0124ae71378c204c4634cd40,58,1763536
5Z71xE9prhpHrqL5thVMyK,tripleS,['k-pop girl group'],https://open.spotify.com/artist/5Z71xE9prhpHrqL5thVMyK,https://i.scdn.co/image/ab6761610000e5ebc9fad49ad2e6c0650bd75a5d,57,178604
0tzSBCPJZmHTdOA3ZV2mN3,CL,['k-pop'],https://open.spotify.com/artist/0tzSBCPJZmHTdOA3ZV2mN3,https://i.scdn.co/image/ab6761610000e5ebc67fe879798c208fcf056dde,57,1125947
0qlWcS66ohOIi0M8JZwPft,GFRIEND,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/0qlWcS66ohOIi0M8JZwPft,https://i.scdn.co/image/ab6761610000e5ebd0701912e6fccf8427bc7361,60,1516956
3CVYSpM7nfHFG5qCTW7Ht9,ONEUS,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/3CVYSpM7nfHFG5qCTW7Ht9,https://i.scdn.co/image/ab6761610000e5eb8162ce227fb3f8159822aab0,56,849616
5snNHNlYT2UrtZo5HCJkiw,Epik High,"['k-pop', 'k-rap', 'korean old school hip hop']",https://open.spotify.com/artist/5snNHNlYT2UrtZo5HCJkiw,https://i.scdn.co/image/ab6761610000e5ebe6e2740a63438eda3928f753,56,700149
2QM5S4yO6xHgnNvF0nbZZq,SEULGI,['k-pop'],https://open.spotify.com/artist/2QM5S4yO6xHgnNvF0nbZZq,https://i.scdn.co/image/ab6761610000e5ebde8ad216e0ff7a76573c835e,57,912192
5HenzRvMtSrgtvU16XAoby,Zion.T,"['k-pop', 'k-rap', 'korean r&b']",https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby,https://i.scdn.co/image/ab6761610000e5eb5c9eb01fd34c0a998913ae60,56,567929
24nUVBIlCGi4twz4nYxJum,fromis_9,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/24nUVBIlCGi4twz4nYxJum,https://i.scdn.co/image/ab6761610000e5ebcae99c0bae2247ad4cb0c904,56,1025798
49pGKUCSjzaCfv8gdTWG98,BOYS PLANET,['k-pop boy group'],https://open.spotify.com/artist/49pGKUCSjzaCfv8gdTWG98,https://i.scdn.co/image/ab67616d0000b273575199b6685e149b5c75ba03,61,103007
2GQxKDojobwBjZMPf7aoh0,Billlie,['k-pop'],https://open.spotify.com/artist/2GQxKDojobwBjZMPf7aoh0,https://i.scdn.co/image/ab6761610000e5eb7a1644d7f1d5da83403a627a,56,429410
4BBN286rBKyCWsSPq2cxYO,Sam Kim,"['k-pop', 'korean r&b']",https://open.spotify.com/artist/4BBN286rBKyCWsSPq2cxYO,https://i.scdn.co/image/ab6761610000e5eb18c434d49d7d2f82199fde6d,58,425801
4pz4uzOMpJQyV8UTsDy4H8,ASTRO,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/4pz4uzOMpJQyV8UTsDy4H8,https://i.scdn.co/image/ab6761610000e5eb6034058cfde0084f922bb284,60,1899302
6dhfy4ByARPJdPtMyrUYJK,Yerin Baek,['korean pop'],https://open.spotify.com/artist/6dhfy4ByARPJdPtMyrUYJK,https://i.scdn.co/image/ab6761610000e5eb28f845b9a1c6e8bccb255f0c,58,548764
30b9WulBM8sFuBo17nNq9c,G-DRAGON,"['k-pop', 'k-rap']",https://open.spotify.com/artist/30b9WulBM8sFuBo17nNq9c,https://i.scdn.co/image/ab6761610000e5eb5923c0ca32a3cf3a81b34728,59,2902365
7zYj9S9SdIunYCfSm7vzAR,JEON SOMI,['k-pop'],https://open.spotify.com/artist/7zYj9S9SdIunYCfSm7vzAR,https://i.scdn.co/image/ab6761610000e5eb2be8611f6c6e9174031c64df,60,1891520
250b0Wlc5Vk0CoUsaCY84M,JENNIE,['k-pop'],https://open.spotify.com/artist/250b0Wlc5Vk0CoUsaCY84M,https://i.scdn.co/image/ab6761610000e5ebc2c8185fc0902b43e35f671f,63,3424074
6QHP8St0MzfNDqjKpwtMht,xikers,['k-pop boy group'],https://open.spotify.com/artist/6QHP8St0MzfNDqjKpwtMht,https://i.scdn.co/image/ab6761610000e5eb3465930dd2aadae06323925a,56,137874
1l0mKo96Jh9HVYONcRl3Yp,2NE1,"['dance pop', 'k-pop', 'k-pop girl group']",https://open.spotify.com/artist/1l0mKo96Jh9HVYONcRl3Yp,https://i.scdn.co/image/ab6761610000e5eb20e1b84fe2767e52c4c828fd,59,2405458
72nLe76yBFSlP6VBzME358,SHAUN,['k-pop'],https://open.spotify.com/artist/72nLe76yBFSlP6VBzME358,https://i.scdn.co/image/ab6761610000e5eb61f2c97935a963ff7d2cc34b,60,359216
1wKpMkucynaTfG8lyPprYV,PENTAGON,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/1wKpMkucynaTfG8lyPprYV,https://i.scdn.co/image/ab6761610000e5eb7fd277fc83d7670dadb45790,56,2137299
48eO052eSDcn8aTxiv6QaG,NCT,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/48eO052eSDcn8aTxiv6QaG,https://i.scdn.co/image/ab6761610000e5eb66701ca609176d8fd4a9c4a0,56,5827021
62T5PGHWJ9sxP2SJq20IHq,PURPLE KISS,['k-pop'],https://open.spotify.com/artist/62T5PGHWJ9sxP2SJq20IHq,https://i.scdn.co/image/ab6761610000e5eb83962d7c7c639d9d5c38a0e1,54,341859
2hcsKca6hCfFMwwdbFvenJ,BTOB,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/2hcsKca6hCfFMwwdbFvenJ,https://i.scdn.co/image/ab6761610000e5eb09336dcd62a6e91e49e0a0f4,59,1479859
6uNxlIP5lzPFf0BHuELOuX,GOT the beat,['k-pop'],https://open.spotify.com/artist/6uNxlIP5lzPFf0BHuELOuX,https://i.scdn.co/image/ab6761610000e5eb03fd839c09fe375026192645,57,569790
6gzXCdfYfFe5XKhPKkYqxV,SUPER JUNIOR,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/6gzXCdfYfFe5XKhPKkYqxV,https://i.scdn.co/image/ab6761610000e5ebe9996e5d7c5b769b2b26ff1a,59,2376469
5BHFSMEjfLVx1JwRWjAOsE,SuperM,['k-pop'],https://open.spotify.com/artist/5BHFSMEjfLVx1JwRWjAOsE,https://i.scdn.co/image/ab6761610000e5eb8d69367047a24d20b0323ff7,54,2008138
2uWcrwgWmZcQc3IPBs3tfU,Apink,"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/2uWcrwgWmZcQc3IPBs3tfU,https://i.scdn.co/image/ab6761610000e5eb5d7e6f087811f89d7c8f0706,55,1199056
3wRA5UYoo08BBKJnzyKkpF,f(x),"['k-pop', 'k-pop girl group']",https://open.spotify.com/artist/3wRA5UYoo08BBKJnzyKkpF,https://i.scdn.co/image/ab6761610000e5ebe0cc2045ff4e90d12df91cc3,52,1272986
3uGFTJ7JMllvhgGpumieHF,AILEE,['k-pop'],https://open.spotify.com/artist/3uGFTJ7JMllvhgGpumieHF,https://i.scdn.co/image/ab6761610000e5eb8aec4284aed8bb502a411043,57,1097756
6GwM5CHqhWXzG3l5kzRSAS,Younha,['korean pop'],https://open.spotify.com/artist/6GwM5CHqhWXzG3l5kzRSAS,https://i.scdn.co/image/ab6761610000e5eb1b6966cc5bb31edcab435911,55,408249
4muJrGMndyYWqZtfk8OWy4,BoA,['k-pop'],https://open.spotify.com/artist/4muJrGMndyYWqZtfk8OWy4,https://i.scdn.co/image/ab6761610000e5eb1b86652b4761cbc4d3bc791f,54,802573
6zn0ihyAApAYV51zpXxdEp,10cm,['korean pop'],https://open.spotify.com/artist/6zn0ihyAApAYV51zpXxdEp,https://i.scdn.co/image/ab6761610000e5eb4e5b278c1cc511598b96423c,57,477962
5DuzBeOgFwViFcv00Q5PFb,WINNER,"['k-pop', 'k-pop boy group']",https://open.spotify.com/artist/5DuzBeOgFwViFcv00Q5PFb,https://i.scdn.co/image/ab6761610000e5eb9c4acb1897759452c0ed82d9,55,2510962
